1_1,,1_2,,1_3,,1_4,,1_5,,1_6,,1_7,,1_8,,1_9,,1_10,,1_11,,1_12,,1_13,,1_14,,1_15,,1_16,,1_17,,1_18,,1_19,,1_20,,1_21,,1_22,,1_23,,1_24,,1_25,,1_26,,1_27,,1_28,,1_29,,1_30,,1_31,,1_32,,1_33,,1_34,,1_35,,1_36,,1_37,,1_38,,1_39,,1_40,,1_41,,1_42,,1_43,,1_44,,1_45,,1_46,,1_47,,1_48,,1_49,,1_50,,1_51,,1_52,,1_53,,1_54,,1_55,,1_56,,1_57,,1_58,,1_59,,1_60,,1_61,,1_62,,1_63,,1_64,,1_65,,1_66,,1_67,,1_68,,1_69,,1_70,,1_71,,1_72,,1_73,,1_74,,1_75,,1_76,,1_77,,1_78,,1_79,,1_80,,1_81,,1_82,,1_83,,1_84,,1_85,,1_86,,1_87,,1_88,,1_89,,1_90,,1_91,,1_92,,1_93,,1_94,,1_95,,1_96,,1_97,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
450,0.1324714422,450,0.1374672949,450,0.1351542622,450,0.1407036632,450,0.1440321654,450,0.1479506046,450,0.1499519646,450,0.161011517,450,0.1523146629,450,0.1662750393,450,0.1719173044,450,0.1651759744,450,0.1632559597,450,0.1626387835,450,0.168153584,450,0.1782013178,450,0.1741892695,450,0.1766411066,450,0.1776514351,450,0.177742824,450,0.1813896447,450,0.1762960404,450,0.1920091659,450,0.1924803257,450,0.1849123538,450,0.1897098422,450,0.189531222,450,0.19096753,450,0.2053927481,450,0.2026658058,450,0.2063042372,450,0.209816426,450,0.2109425366,450,0.2018246055,450,0.2010549158,450,0.2126224935,450,0.2089179754,450,0.2120311111,450,0.2123425007,450,0.2244508862,450,0.2269028425,450,0.2192448825,450,0.2219125479,450,0.2125922441,450,0.2098567188,450,0.203496933,450,0.2020167261,450,0.2194221169,450,0.2395452708,450,0.2420804799,450,0.2497778535,450,0.2512072623,450,0.2435851991,450,0.2439312339,450,0.2476142496,450,0.2502413094,450,0.2483486831,450,0.2361943424,450,0.2354954779,450,0.2339847684,450,0.2252905369,450,0.2410953194,450,0.2167768627,450,0.226959765,450,0.2128854394,450,0.2200775146,450,0.2126966566,450,0.2187837958,450,0.2198435813,450,0.2097005844,450,0.2043961585,450,0.2052443922,450,0.2053719759,450,0.2106974423,450,0.222762987,450,0.2231262773,450,0.2284297645,450,0.2100916356,450,0.217049554,450,0.2157393247,450,0.2045054138,450,0.212734893,450,0.217533946,450,0.238106817,450,0.2505663335,450,0.2378099263,450,0.2516926229,450,0.2517975867,450,0.2737390995,450,0.2708611786,450,0.2673443258,450,0.2857672572,450,0.2673690617,450,0.2603129447,450,0.2589054406,450,0.2639553547,450,0.2760224342,
449,0.1276994497,449,0.1324482262,449,0.1297782511,449,0.1357523501,449,0.1399621814,449,0.1431087404,449,0.1458322257,449,0.1560075879,449,0.1477473229,449,0.1616055071,449,0.1666110903,449,0.1598531902,449,0.1583145708,449,0.1567789018,449,0.1630128771,449,0.1729007363,449,0.1686083525,449,0.1727950126,449,0.1723759472,449,0.1726382375,449,0.1763246655,449,0.1715872288,449,0.1853849441,449,0.1878945678,449,0.1800269485,449,0.1841556877,449,0.1845095009,449,0.1858110875,449,0.2002743334,449,0.197460413,449,0.2011194825,449,0.2048351467,449,0.2061791718,449,0.1965125352,449,0.1964014024,449,0.2074265629,449,0.2025499046,449,0.2077258974,449,0.2060845047,449,0.2181242257,449,0.2221425027,449,0.213691622,449,0.2170478851,449,0.2078650743,449,0.2055544853,449,0.1988200694,449,0.1989925951,449,0.2152127773,449,0.2355708033,449,0.2368622571,449,0.2454221547,449,0.2476372272,449,0.2393971384,449,0.2399800718,449,0.2412876636,449,0.2451747954,449,0.2429120243,449,0.231852904,449,0.2308602482,449,0.2283812761,449,0.2201058865,449,0.2358838171,449,0.2142552435,449,0.2239288092,449,0.2077819854,449,0.2138926536,449,0.2071499527,449,0.2129983902,449,0.2145819813,449,0.2046737224,449,0.1985363364,449,0.2000450343,449,0.1996110231,449,0.2040641159,449,0.2176726311,449,0.217410177,449,0.223117739,449,0.2081547976,449,0.2147455215,449,0.2116300911,449,0.2001509964,449,0.2068519741,449,0.2120586187,449,0.2321796715,449,0.2451399714,449,0.2314311266,449,0.2456632257,449,0.2449105233,449,0.2681940496,449,0.2646864951,449,0.260751307,449,0.2786525786,449,0.2613571286,449,0.2549464107,449,0.2525963187,449,0.2584478855,449,0.2704667151,
448,0.131600529,448,0.137114495,448,0.1347267032,448,0.14015387,448,0.1437919587,448,0.1470298171,448,0.1500023454,448,0.159607321,448,0.1516781747,448,0.1657784879,448,0.1703108996,448,0.1649903953,448,0.1627435237,448,0.1599219739,448,0.1659478694,448,0.1776573658,448,0.1720471084,448,0.1766086072,448,0.1775066853,448,0.176391229,448,0.1800451577,448,0.175417155,448,0.1891311556,448,0.1921462119,448,0.1846368015,448,0.1884549111,448,0.1890656203,448,0.1906655878,448,0.2028464377,448,0.2014735341,448,0.2062761337,448,0.208410427,448,0.2094954401,448,0.199675709,448,0.2003753334,448,0.2119918466,448,0.2066514194,448,0.2118790448,448,0.2105014473,448,0.2212418318,448,0.2260575891,448,0.2186479419,448,0.2214474678,448,0.2118515074,448,0.2094421834,448,0.2031163573,448,0.2024565339,448,0.2195840627,448,0.2393512726,448,0.2413482666,448,0.2498622388,448,0.2515818775,448,0.2434715927,448,0.2439455241,448,0.2455453873,448,0.2492811084,448,0.2465316653,448,0.2359147519,448,0.2344244272,448,0.2311387658,448,0.2239266038,448,0.239557758,448,0.2175737172,448,0.2253023684,448,0.2113543749,448,0.2165703923,448,0.2106268853,448,0.2162834257,448,0.2182876617,448,0.2079138309,448,0.2009922713,448,0.2030570209,448,0.2025457025,448,0.2075938582,448,0.2205526233,448,0.2209078521,448,0.2272087038,448,0.2108377814,448,0.2176634371,448,0.2136041522,448,0.2020366341,448,0.2100283206,448,0.214757964,448,0.2352353781,448,0.2492045462,448,0.2342851311,448,0.2497611046,448,0.2484441251,448,0.2705967426,448,0.2677372098,448,0.2634602189,448,0.2824189067,448,0.2647431195,448,0.2578054667,448,0.2556386292,448,0.2620419264,448,0.2749392092,
447,0.1362415701,447,0.1412340105,447,0.1389551312,447,0.1436449885,447,0.1489255726,447,0.1510721445,447,0.1538710445,447,0.1644413024,447,0.1560753733,447,0.1692017764,447,0.1739733666,447,0.1691756845,447,0.1666536033,447,0.1647690833,447,0.1714205146,447,0.1810035706,447,0.1759514511,447,0.18088153,447,0.1812384725,447,0.1802359521,447,0.1842019707,447,0.179013297,447,0.1934472769,447,0.1959201694,447,0.1887602061,447,0.1929470152,447,0.1926158667,447,0.1948508322,447,0.2076614946,447,0.2041481435,447,0.2097469866,447,0.2130728811,447,0.2134475112,447,0.204502061,447,0.2042691112,447,0.2150613815,447,0.2111748904,447,0.2157794088,447,0.2143741846,447,0.2256626934,447,0.2299851924,447,0.2219156474,447,0.2249440104,447,0.2160198838,447,0.2128728479,447,0.2076283842,447,0.2059558779,447,0.2234100401,447,0.2430236638,447,0.2458374053,447,0.2537591159,447,0.2555525601,447,0.2471381724,447,0.2468270361,447,0.2479187995,447,0.253420949,447,0.2508141994,447,0.2395628393,447,0.237041384,447,0.2344756871,447,0.2270756811,447,0.2421983778,447,0.2204895169,447,0.2297596037,447,0.2146598399,447,0.2208725959,447,0.2137265056,447,0.2203357965,447,0.2213745415,447,0.2113939226,447,0.2048389614,447,0.2059732676,447,0.20627065,447,0.2106937021,447,0.2237329483,447,0.2248024195,447,0.2292953134,447,0.2143109143,447,0.2205822617,447,0.2177815139,447,0.2055849433,447,0.2142515182,447,0.2185240537,447,0.2390007377,447,0.2529425323,447,0.2380726486,447,0.2529974878,447,0.2521422803,447,0.2747133374,447,0.2718091905,447,0.2675790489,447,0.2857785821,447,0.2680771351,447,0.2615072429,447,0.2593092918,447,0.2656764388,447,0.2772363722,
446,0.139211446,446,0.1440371424,446,0.1423017085,446,0.1474629194,446,0.1517567337,446,0.1537587643,446,0.1571219862,446,0.1664405912,446,0.1588206887,446,0.1722475886,446,0.1761425436,446,0.1713327169,446,0.1683568805,446,0.1666353643,446,0.1732618511,446,0.1836409271,446,0.1785313785,446,0.1832597852,446,0.1838687956,446,0.1832765937,446,0.186892882,446,0.1818615347,446,0.1961921155,446,0.1979901195,446,0.191654101,446,0.195993498,446,0.1946176142,446,0.1965894699,446,0.2108978927,446,0.2066833675,446,0.2112434208,446,0.2158915699,446,0.2169050127,446,0.2064355016,446,0.2070534527,446,0.2182093114,446,0.2134429067,446,0.2185627222,446,0.2163724154,446,0.2278766334,446,0.2331822664,446,0.22428976,446,0.2275120318,446,0.218159467,446,0.2158645093,446,0.2091639936,446,0.2085535824,446,0.2263210416,446,0.2452923506,446,0.2478867322,446,0.2546492517,446,0.2569139004,446,0.2483870685,446,0.2494608313,446,0.2504438758,446,0.2554317713,446,0.2518837154,446,0.240748167,446,0.2390437424,446,0.2366505265,446,0.2282129079,446,0.2444801629,446,0.2234998941,446,0.2320200354,446,0.216629684,446,0.2232180536,446,0.2157031745,446,0.2219068557,446,0.224026531,446,0.2130594701,446,0.2073899209,446,0.2080922723,446,0.2077799439,446,0.2125614583,446,0.226077497,446,0.2260653824,446,0.2308124602,446,0.2175260037,446,0.2225593626,446,0.2194841951,446,0.2073958814,446,0.2156066597,446,0.2204403579,446,0.2401351631,446,0.2545830905,446,0.2393419743,446,0.2541267872,446,0.2540014684,446,0.2768909931,446,0.2734383941,446,0.26936239,446,0.2866519988,446,0.2703963816,446,0.2629844546,446,0.2597065866,446,0.2671851218,446,0.279263705,
445,0.1431813091,445,0.1486172825,445,0.1461364031,445,0.1501726657,445,0.1552698463,445,0.1577700824,445,0.161064893,445,0.1684799045,445,0.1613850296,445,0.1756435484,445,0.179733336,445,0.1760057956,445,0.1730762571,445,0.1716613621,445,0.1779540926,445,0.1871894151,445,0.1826097965,445,0.1868308634,445,0.1879248172,445,0.1873486191,445,0.1900930107,445,0.1858398765,445,0.2000567764,445,0.2010325789,445,0.1957578361,445,0.1994904131,445,0.1990273893,445,0.200093776,445,0.2138499618,445,0.2120053023,445,0.2158427984,445,0.2182627469,445,0.2202400118,445,0.2104888409,445,0.2105383128,445,0.2215519249,445,0.2171051502,445,0.2203385383,445,0.220215559,445,0.2310035527,445,0.2362568527,445,0.2286902368,445,0.2298727632,445,0.2209666967,445,0.2195246667,445,0.2125196606,445,0.2115023434,445,0.2290676385,445,0.2493082136,445,0.2510586381,445,0.2588665485,445,0.2606427073,445,0.2516431808,445,0.252576828,445,0.2531574965,445,0.2580184937,445,0.2553212345,445,0.2444992512,445,0.2429328114,445,0.2392137498,445,0.2314425111,445,0.2475920022,445,0.2254774421,445,0.2348623127,445,0.2204661667,445,0.2267356962,445,0.2189980596,445,0.224192068,445,0.226976648,445,0.2160533518,445,0.2103168517,445,0.2113001794,445,0.2105716914,445,0.2159537822,445,0.2286204249,445,0.229474023,445,0.2346515208,445,0.2191154212,445,0.2244587392,445,0.2224307805,445,0.2117530704,445,0.2188222259,445,0.2235179991,445,0.2435548007,445,0.2577385008,445,0.2433947325,445,0.2574797273,445,0.2574657798,445,0.2791975439,445,0.2766172588,445,0.271453172,445,0.2898213267,445,0.2727136314,445,0.2654772997,445,0.2632670105,445,0.2697229981,445,0.2820467055,
444,0.1483453959,444,0.1532597691,444,0.1500085294,444,0.1553957462,444,0.1594505757,444,0.1623620391,444,0.1661049277,444,0.1744062304,444,0.1666286737,444,0.1813020855,444,0.1850454807,444,0.180501461,444,0.1781955808,444,0.1768118441,444,0.1829246432,444,0.1913985312,444,0.1872749925,444,0.1922432929,444,0.1917286366,444,0.191727072,444,0.1949733645,444,0.1900904328,444,0.2044358253,444,0.2055603415,444,0.1993944496,444,0.2035234869,444,0.2022656202,444,0.2051397264,444,0.2185485065,444,0.2163936347,444,0.220024243,444,0.2228049338,444,0.2245366126,444,0.2150140256,444,0.2148428559,444,0.2247780561,444,0.2206707895,444,0.2256777436,444,0.2241078019,444,0.2357169241,444,0.2404358983,444,0.2323911339,444,0.2348644584,444,0.2256610692,444,0.2233522832,444,0.2171856463,444,0.215580985,444,0.2329062372,444,0.2524992824,444,0.2547990084,444,0.2630281448,444,0.2646900117,444,0.2549419701,444,0.2575118244,444,0.2575393021,444,0.261293143,444,0.2596783936,444,0.2475482374,444,0.2471927702,444,0.2428962588,444,0.2359161228,444,0.2522127032,444,0.2309105545,444,0.2400487661,444,0.2245555073,444,0.2307861149,444,0.2228880525,444,0.2280929685,444,0.23087883,444,0.2205432802,444,0.2135753334,444,0.215009138,444,0.2143298686,444,0.2194422334,444,0.2326269001,444,0.233535707,444,0.2384815514,444,0.2247217596,444,0.2303387225,444,0.226896286,444,0.2149139345,444,0.2230009735,444,0.227163285,444,0.2484380305,444,0.2617434859,444,0.2464597821,444,0.2608905733,444,0.2601010501,444,0.2825542986,444,0.2804047465,444,0.2762626112,444,0.2936747074,444,0.276071012,444,0.2701326013,444,0.2674978971,444,0.273832351,444,0.2854687274,
443,0.1525912583,443,0.157129392,443,0.1546387821,443,0.1598788798,443,0.1644705981,443,0.1665646732,443,0.1698105931,443,0.1776733696,443,0.1715881079,443,0.1859126687,443,0.1891817003,443,0.1845545173,443,0.1820880473,443,0.1814373732,443,0.1867446601,443,0.1960230023,443,0.1911904812,443,0.1956555098,443,0.1959698796,443,0.1958680749,443,0.1994057596,443,0.1951072216,443,0.2090556175,443,0.2101866305,443,0.2035933882,443,0.2080647647,443,0.206577599,443,0.2085277289,443,0.2214394957,443,0.2205188572,443,0.2237917185,443,0.2266464829,443,0.2285509855,443,0.2191137075,443,0.2187289298,443,0.2282829583,443,0.2239269912,443,0.2292276919,443,0.2276575118,443,0.2402760684,443,0.2440392375,443,0.2352034748,443,0.2372410148,443,0.2284955978,443,0.2269250154,443,0.2199021578,443,0.2194382846,443,0.235959664,443,0.2560132742,443,0.2579905093,443,0.2652877569,443,0.2684198916,443,0.2588072121,443,0.2609295249,443,0.2607959807,443,0.2652808428,443,0.26304546,443,0.2515916228,443,0.2506490648,443,0.2463135272,443,0.2395690382,443,0.2556687295,443,0.2330276072,443,0.2425996512,443,0.2279747725,443,0.2347523868,443,0.2268859893,443,0.2323479056,443,0.2341481,443,0.2231677622,443,0.2177584916,443,0.2187457979,443,0.2185583562,443,0.2231777608,443,0.2362150699,443,0.2365401089,443,0.2426607907,443,0.22716254,443,0.2333077788,443,0.2294438183,443,0.2184784114,443,0.2263801098,443,0.2306904346,443,0.2517790496,443,0.2649537027,443,0.2502081692,443,0.2638237476,443,0.2640596926,443,0.2861934304,443,0.2840225101,443,0.2792496383,443,0.2967831492,443,0.2802218795,443,0.274089247,443,0.2707521319,443,0.276750505,443,0.2889344692,
442,0.157774806,442,0.1629525125,442,0.1602466255,442,0.1642860025,442,0.168827489,442,0.171294421,442,0.1745188385,442,0.1825054735,442,0.1763167083,442,0.1909453124,442,0.1944639385,442,0.1888182163,442,0.1869736165,442,0.185667485,442,0.1912363917,442,0.2011463046,442,0.1965020001,442,0.2006900609,442,0.2007005066,442,0.2011706531,442,0.2041222155,442,0.198972255,442,0.212888658,442,0.2144158632,442,0.2077098191,442,0.2119946778,442,0.2111098915,442,0.2126808167,442,0.2259374112,442,0.2250346541,442,0.2280193567,442,0.2309210002,442,0.2331891656,442,0.2229865789,442,0.2223705649,442,0.2326109707,442,0.2288304269,442,0.2331264168,442,0.2320255041,442,0.2440666109,442,0.2472451031,442,0.2396640033,442,0.2419284582,442,0.2326158434,442,0.2302212268,442,0.2239322811,442,0.2231321931,442,0.2398567945,442,0.2596070766,442,0.2622303367,442,0.2687025964,442,0.2726579309,442,0.2625103295,442,0.2640996277,442,0.2649783194,442,0.2687553465,442,0.2661506236,442,0.2549394071,442,0.2548769414,442,0.2504198849,442,0.2429492027,442,0.2596563101,442,0.2370835245,442,0.246954143,442,0.2313895822,442,0.2387739271,442,0.2304045409,442,0.2355776578,442,0.2372952402,442,0.2266637981,442,0.2213539481,442,0.2230197042,442,0.2220175862,442,0.2273945957,442,0.240078643,442,0.2401474863,442,0.2454262078,442,0.230733186,442,0.2385132909,442,0.2336813658,442,0.2220347226,442,0.2301048189,442,0.2340245992,442,0.2545936108,442,0.2685600221,442,0.2536060214,442,0.2678641975,442,0.2674954534,442,0.2902454436,442,0.2876083553,442,0.2832425535,442,0.3006374836,442,0.283152163,442,0.2764597535,442,0.2745236754,442,0.2804320157,442,0.2933519483,
